TransactionID,Date,ClientID,Industry,ServiceType,ClientRegion,LeadSource,SalesRep,Revenue,Cost,Profit,Year,Month Name,Month Number,Quarter of Year
1476,2/7/2024,CL-1125,Retail,Backend Development,Uk,Google Ads,Ridwan,4644,13230,-8586,2024,February,2,Q1
1478,3/21/2024,CL-4367,Healthtech,Seo Services,Ghana,Linkedin,,7673,13393,-5720,2024,March,3,Q1
1479,11/28/2024,CL-2962,Real Estate,Seo Services,Ghana,Cold Email,Femi,8667,2061,6606,2024,November,11,Q4
1480,3/29/2024,CL-1149,Edtech,Front-End Development,Nigeria,Referral,Amaka,21558,7618,13940,2024,March,3,Q1
1481,6/6/2024,,Edtech,Digital Marketing,South Africa,Linkedin,Chika,16189,2382,13807,2024,June,6,Q2
1482,11/28/2024,CL-3781,,Digital Marketing,Nigeria,Instagram,Amaka,15710,12712,2998,2024,November,11,Q4
1484,10/29/2024,CL-3986,Edtech,Digital Marketing,South Africa,Cold Email,Femi,24110,2523,21587,2024,October,10,Q4
1487,8/6/2025,CL-1596,,Seo Services,Nigeria,Google Ads,Chika,2601,1560.6,1040.4,2025,August,8,Q3
1489,2/26/2025,CL-3386,Retail,Frontend Development,Kenya,Referral,Zainab,1507,4066,-2559,2025,February,2,Q1
1490,10/19/2025,CL-2299,,Frontend Development,Ghana,Website,Tosin,17441,3995,13446,2025,October,10,Q4
1492,9/22/2024,CL-2875,Fintech,Website Optimization,Nigeria,Instagram,,6387,1700,4687,2024,September,9,Q3
1493,7/15/2024,CL-2837,Fintech,Graphic Design,Nigeria,,Zainab,10070,7748,2322,2024,July,7,Q3
1495,10/28/2025,CL-1238,Logistics,Digital Marketing,Nigeria,Referral,Amaka,19042,11425.2,7616.8,2025,October,10,Q4
1496,12/24/2024,CL-3244,Real Estate,Digital Marketing,South Africa,Instagram,,21259,8903,12356,2024,December,12,Q4
1498,7/11/2025,CL-4799,Fintech,Website Optimization,South Africa,Cold Email,Zainab,14201,8520.6,5680.4,2025,July,7,Q3
1499,9/25/2024,CL-4196,Edtech,Front-End Development,,Cold Email,Tosin,6477,3886.2,2590.8,2024,September,9,Q3
1500,8/15/2025,CL-3290,,Website Optimization,Uk,Cold Email,Chika,7436,3528,3908,2025,August,8,Q3
1501,4/15/2024,CL-4459,Real Estate,Frontend Development,Uk,Cold Email,Ridwan,1947,11904,-9957,2024,April,4,Q2
1502,12/17/2025,CL-3030,E-Commerce,Website Optimization,Nigeria,,Amaka,5235,3141,2094,2025,December,12,Q4
1503,4/18/2024,CL-4968,,Graphic Design,Kenya,Referral,Ridwan,4710,2826,1884,2024,April,4,Q2
1504,4/22/2025,CL-1485,Healthtech,Digital Marketing,Usa,Referral,Ridwan,10500,8548,1952,2025,April,4,Q2
1505,3/10/2024,CL-3258,Logistics,Digital Marketing,Ghana,Linkedin,Tosin,24990,1080,23910,2024,March,3,Q1
1506,9/5/2024,CL-4685,,Front-End Development,Nigeria,Website,Tosin,27986,3304,24682,2024,September,9,Q3
1507,2/18/2024,CL-1967,Healthtech,Digital Marketing,Ghana,Cold Email,Zainab,1270,5775,-4505,2024,February,2,Q1
1508,8/16/2024,CL-2715,,,Nigeria,Google Ads,Tosin,24803,14881.8,9921.2,2024,August,8,Q3
1509,10/16/2024,CL-3777,Healthtech,Backend Development,Nigeria,Google Ads,Ridwan,11272,9158,2114,2024,October,10,Q4
1510,10/1/2024,CL-3980,Healthtech,Digital Marketing,Ghana,Linkedin,Zainab,23702,5937,17765,2024,October,10,Q4
1512,7/14/2024,CL-2183,,Front-End Development,,,,12115,1851,10264,2024,July,7,Q3
1513,5/21/2024,CL-3692,Real Estate,Website Optimization,Uk,Linkedin,Zainab,23240,848,22392,2024,May,5,Q2
1514,4/5/2024,CL-3556,,Graphic Design,Uk,Google Ads,,19539,8806,10733,2024,April,4,Q2
1515,4/8/2024,,Fintech,Digital Marketing,South Africa,Google Ads,Tosin,15755,9453,6302,2024,April,4,Q2
1516,9/2/2025,CL-3061,Edtech,Seo Services,Ghana,Linkedin,Tosin,10678,6406.8,4271.2,2025,September,9,Q3
1518,2/14/2024,,Real Estate,,Nigeria,Website,Zainab,1487,1120,367,2024,February,2,Q1
1519,3/6/2025,CL-2554,Real Estate,Website Optimization,Nigeria,Referral,Ridwan,10103,3682,6421,2025,March,3,Q1
1521,8/10/2024,CL-1020,Healthtech,Backend Development,South Africa,Linkedin,Amaka,1725,4786,-3061,2024,August,8,Q3
1522,11/3/2025,CL-1190,E-Commerce,Front-End Development,,Cold Email,Ridwan,15571,9342.6,6228.4,2025,November,11,Q4
1523,7/16/2024,CL-1333,,Backend Development,,,Zainab,11098,6658.8,4439.2,2024,July,7,Q3
1525,5/7/2025,CL-2839,Healthtech,Graphic Design,Nigeria,Cold Email,Femi,10107,6951,3156,2025,May,5,Q2
1527,11/19/2025,CL-2369,,Digital Marketing,Kenya,Google Ads,Ridwan,10138,12851,-2713,2025,November,11,Q4
1528,2/5/2025,CL-3687,Edtech,Digital Marketing,Nigeria,Linkedin,Zainab,5743,6474,-731,2025,February,2,Q1
1529,1/20/2025,CL-1392,Logistics,Digital Marketing,Ghana,Linkedin,,20266,9425,10841,2025,January,1,Q1
1530,1/27/2024,CL-1069,Healthtech,Website Optimization,,Instagram,Amaka,11052,11301,-249,2024,January,1,Q1
1531,9/17/2025,CL-2591,E-Commerce,Seo Services,Ghana,Instagram,Amaka,6656,3993.6,2662.4,2025,September,9,Q3
1533,12/21/2024,CL-1010,Edtech,Front-End Development,Nigeria,Linkedin,Tosin,22877,13726.2,9150.8,2024,December,12,Q4
1534,12/26/2024,CL-3961,E-Commerce,Digital Marketing,Kenya,,Amaka,21903,1174,20729,2024,December,12,Q4
1535,7/25/2024,CL-2189,,Website Optimization,South Africa,Instagram,Ridwan,2019,9665,-7646,2024,July,7,Q3
1536,5/22/2025,CL-3776,Real Estate,Website Optimization,Kenya,Referral,Amaka,28349,9070,19279,2025,May,5,Q2
1537,4/30/2024,CL-2910,Healthtech,Website Optimization,,,Amaka,1538,1460,78,2024,April,4,Q2
1538,3/25/2025,CL-4294,Fintech,Graphic Design,Usa,Instagram,,16454,7813,8641,2025,March,3,Q1
1539,12/28/2025,CL-2973,Fintech,Digital Marketing,South Africa,,Ridwan,11318,14922,-3604,2025,December,12,Q4
1540,1/19/2024,CL-2780,Fintech,Website Optimization,,Linkedin,Ridwan,8347,874,7473,2024,January,1,Q1
1541,7/17/2024,CL-3756,E-Commerce,Digital Marketing,Nigeria,,Chika,5534,3320.4,2213.6,2024,July,7,Q3
1542,5/27/2024,CL-3031,Healthtech,Front-End Development,Nigeria,Instagram,Ridwan,24763,6199,18564,2024,May,5,Q2
1544,10/21/2024,CL-2368,Logistics,Front-End Development,South Africa,Cold Email,Amaka,23077,14059,9018,2024,October,10,Q4
1545,2/15/2024,CL-2574,Fintech,Backend Development,Uk,Google Ads,Chika,10733,12073,-1340,2024,February,2,Q1
1548,9/8/2025,CL-3147,Edtech,Digital Marketing,Nigeria,Website,Zainab,20092,1101,18991,2025,September,9,Q3
1552,8/2/2025,CL-1735,Healthtech,Seo Services,Nigeria,Instagram,Ridwan,944,5821,-4877,2025,August,8,Q3
1553,3/20/2025,CL-4188,E-Commerce,Website Optimization,,Cold Email,Zainab,25114,6084,19030,2025,March,3,Q1
1554,4/12/2025,CL-3155,Logistics,Backend Development,South Africa,Cold Email,Amaka,22583,13549.8,9033.2,2025,April,4,Q2
1555,3/24/2024,CL-3600,Retail,Website Optimization,Ghana,Linkedin,Tosin,15756,9453.6,6302.4,2024,March,3,Q1
1556,10/25/2025,CL-4513,Healthtech,Front-End Development,Nigeria,Google Ads,Amaka,22527,5478,17049,2025,October,10,Q4
1558,3/10/2025,CL-1185,E-Commerce,,Kenya,Website,Femi,15089,5381,9708,2025,March,3,Q1
1560,12/9/2025,CL-1306,Logistics,,Kenya,Linkedin,Chika,26178,15706.8,10471.2,2025,December,12,Q4
1562,8/23/2025,CL-4950,Retail,Digital Marketing,Usa,Website,Chika,23687,6654,17033,2025,August,8,Q3
1563,2/1/2025,,Real Estate,Front-End Development,Nigeria,,Amaka,2255,869,1386,2025,February,2,Q1
1564,1/17/2025,CL-2459,E-Commerce,Frontend Development,,Cold Email,Femi,20912,7339,13573,2025,January,1,Q1
1565,4/3/2024,CL-1209,Logistics,Digital Marketing,,Instagram,Ridwan,1413,777,636,2024,April,4,Q2
1566,6/29/2025,CL-1888,Healthtech,Backend Development,Uk,Linkedin,Zainab,3781,10582,-6801,2025,June,6,Q2
1568,9/18/2025,CL-2499,Edtech,Digital Marketing,,Cold Email,Tosin,4839,2903.4,1935.6,2025,September,9,Q3
1569,6/27/2024,CL-4656,Fintech,Frontend Development,Nigeria,Linkedin,Zainab,22608,5399,17209,2024,June,6,Q2
1570,3/30/2024,CL-3874,Logistics,Seo Services,Nigeria,Cold Email,Amaka,17927,2770,15157,2024,March,3,Q1
1571,10/14/2025,CL-2323,,Seo Services,Ghana,,Femi,11117,6670.2,4446.8,2025,October,10,Q4
1572,7/29/2024,CL-3871,E-Commerce,Graphic Design,Usa,Instagram,Tosin,10398,1543,8855,2024,July,7,Q3
1573,6/26/2025,CL-1930,E-Commerce,Backend Development,Kenya,,,18170,4044,14126,2025,June,6,Q2
1574,8/21/2025,CL-1831,Healthtech,Frontend Development,Ghana,Linkedin,Ridwan,3825,8969,-5144,2025,August,8,Q3
1576,7/22/2024,CL-4598,Fintech,Website Optimization,Ghana,,Ridwan,16222,7756,8466,2024,July,7,Q3
1577,3/16/2024,CL-1278,Edtech,Front-End Development,Nigeria,Linkedin,Zainab,22107,14686,7421,2024,March,3,Q1
1579,1/31/2025,CL-2728,Retail,,Usa,Instagram,Ridwan,3575,11928,-8353,2025,January,1,Q1
1580,4/25/2025,CL-1729,,Backend Development,Nigeria,,Tosin,1350,810,540,2025,April,4,Q2
1582,3/30/2024,CL-1000,Edtech,Digital Marketing,Nigeria,Referral,Chika,1871,4121,-2250,2024,March,3,Q1
1583,4/17/2025,CL-2636,,Graphic Design,Uk,Referral,Amaka,24478,14686.8,9791.2,2025,April,4,Q2
1585,12/7/2025,CL-2231,,Backend Development,Usa,Website,Ridwan,5257,3154.2,2102.8,2025,December,12,Q4
1588,9/2/2025,CL-3938,,Backend Development,Kenya,Linkedin,Chika,8164,8794,-630,2025,September,9,Q3
1590,10/17/2024,,Edtech,Seo Services,Nigeria,Linkedin,Zainab,22207,2944,19263,2024,October,10,Q4
1591,10/2/2025,CL-4105,,Graphic Design,South Africa,Cold Email,Amaka,16023,11955,4068,2025,October,10,Q4
1592,12/26/2025,CL-4481,Edtech,Website Optimization,Nigeria,Referral,Amaka,13903,14057,-154,2025,December,12,Q4
1594,7/18/2024,CL-2577,,Website Optimization,,Linkedin,Femi,2400,1440,960,2024,July,7,Q3
1595,4/11/2025,CL-1382,Edtech,Frontend Development,South Africa,Website,Ridwan,4536,2721.6,1814.4,2025,April,4,Q2
1596,4/6/2025,CL-1013,Healthtech,Graphic Design,Kenya,Linkedin,Zainab,7668,4600.8,3067.2,2025,April,4,Q2
1597,6/1/2025,CL-4621,Real Estate,Backend Development,Ghana,,Zainab,3873,13364,-9491,2025,June,6,Q2
1599,7/13/2024,CL-2906,E-Commerce,Graphic Design,Uk,Linkedin,Zainab,11870,14806,-2936,2024,July,7,Q3
1601,9/20/2024,CL-4034,Real Estate,Website Optimization,South Africa,Linkedin,Ridwan,4477,13888,-9411,2024,September,9,Q3
1603,10/17/2025,CL-4001,Logistics,Digital Marketing,Uk,Google Ads,Zainab,23647,8393,15254,2025,October,10,Q4
1605,10/5/2024,CL-1467,Edtech,Seo Services,Usa,Instagram,Tosin,2820,13592,-10772,2024,October,10,Q4
1607,10/25/2025,CL-3692,,Front-End Development,Kenya,Cold Email,Amaka,21331,12798.6,8532.4,2025,October,10,Q4
1608,8/16/2025,CL-1533,,Backend Development,Uk,Google Ads,Femi,2902,4712,-1810,2025,August,8,Q3
1610,6/15/2024,CL-4461,,Graphic Design,Ghana,Cold Email,,8495,5097,3398,2024,June,6,Q2
1611,5/20/2025,CL-3656,Edtech,Graphic Design,Uk,Website,Ridwan,11395,8005,3390,2025,May,5,Q2
1612,10/17/2025,CL-2550,Real Estate,Digital Marketing,Ghana,Google Ads,Ridwan,21382,3687,17695,2025,October,10,Q4
1614,1/24/2025,CL-3595,Edtech,Website Optimization,Nigeria,Linkedin,Ridwan,19251,8399,10852,2025,January,1,Q1
1616,7/18/2025,CL-3462,,Graphic Design,Uk,Referral,Tosin,5848,3677,2171,2025,July,7,Q3
1621,5/1/2024,CL-4944,,,Usa,Referral,Chika,13393,5987,7406,2024,May,5,Q2
1623,1/19/2024,CL-4158,Fintech,Backend Development,South Africa,Cold Email,,6737,6883,-146,2024,January,1,Q1
1624,8/15/2025,CL-1881,Real Estate,Backend Development,Nigeria,Website,,15850,4100,11750,2025,August,8,Q3
1625,10/19/2024,CL-2935,E-Commerce,Website Optimization,Uk,Referral,,22665,7221,15444,2024,October,10,Q4
1626,8/1/2024,CL-1218,,Digital Marketing,Kenya,Referral,Zainab,12836,2321,10515,2024,August,8,Q3
1629,9/27/2025,CL-2080,E-Commerce,,Uk,Website,Zainab,11421,2530,8891,2025,September,9,Q3
1630,5/7/2025,CL-4629,Fintech,Graphic Design,,,Ridwan,7028,4216.8,2811.2,2025,May,5,Q2
1633,10/21/2025,CL-2441,Logistics,Backend Development,Usa,Cold Email,Zainab,22317,3999,18318,2025,October,10,Q4
1634,4/5/2024,CL-1239,E-Commerce,Digital Marketing,Uk,Linkedin,Amaka,9638,5782.8,3855.2,2024,April,4,Q2
1635,4/9/2025,CL-4113,Logistics,Graphic Design,Usa,Google Ads,Zainab,12822,3457,9365,2025,April,4,Q2
1636,6/5/2024,CL-1161,Edtech,Front-End Development,South Africa,,Amaka,23684,10847,12837,2024,June,6,Q2
1637,9/16/2025,CL-1085,Retail,Seo Services,,Google Ads,Ridwan,12246,2217,10029,2025,September,9,Q3
1638,2/3/2024,CL-3208,Edtech,Digital Marketing,Kenya,Linkedin,Ridwan,25985,15591,10394,2024,February,2,Q1
1639,9/5/2025,CL-1273,Edtech,Frontend Development,,Cold Email,,10405,6243,4162,2025,September,9,Q3
1642,9/8/2025,CL-3940,Edtech,,Usa,Linkedin,Tosin,18038,9025,9013,2025,September,9,Q3
1643,2/1/2025,CL-3274,,,Usa,Instagram,Ridwan,21744,937,20807,2025,February,2,Q1
1646,10/30/2024,CL-1781,Fintech,Backend Development,Ghana,Linkedin,Amaka,26222,15733.2,10488.8,2024,October,10,Q4
1649,10/11/2025,CL-3886,Healthtech,Front-End Development,Kenya,Cold Email,Tosin,20806,12483.6,8322.4,2025,October,10,Q4
1650,3/26/2024,CL-1501,Retail,Seo Services,Kenya,Google Ads,Amaka,6157,3694.2,2462.8,2024,March,3,Q1
1651,9/29/2024,CL-3482,Logistics,Backend Development,South Africa,,Zainab,6395,2003,4392,2024,September,9,Q3
1652,5/2/2024,CL-1108,,Digital Marketing,Nigeria,Website,Tosin,8139,4883.4,3255.6,2024,May,5,Q2
1653,11/13/2024,CL-2353,Retail,Graphic Design,Ghana,Instagram,,7158,6414,744,2024,November,11,Q4
1654,7/2/2025,CL-3873,Real Estate,Backend Development,Nigeria,Google Ads,Tosin,23686,14211.6,9474.4,2025,July,7,Q3
1655,8/15/2024,CL-2937,,,Nigeria,Instagram,Chika,9204,14032,-4828,2024,August,8,Q3
1657,4/19/2025,CL-4665,,Graphic Design,Ghana,Linkedin,Chika,11784,7070.4,4713.6,2025,April,4,Q2
1659,8/12/2024,CL-2680,Retail,Backend Development,,Linkedin,,14907,8944.2,5962.8,2024,August,8,Q3
1661,1/8/2025,CL-4434,Edtech,Digital Marketing,Nigeria,Linkedin,Femi,20224,12134.4,8089.6,2025,January,1,Q1
1663,8/29/2024,CL-4752,Fintech,Graphic Design,Ghana,Referral,Zainab,4216,7599,-3383,2024,August,8,Q3
1664,10/9/2025,CL-4276,,Backend Development,Ghana,Referral,Ridwan,6433,3859.8,2573.2,2025,October,10,Q4
1665,9/25/2025,CL-2611,,Graphic Design,Uk,,Chika,3397,2038.2,1358.8,2025,September,9,Q3
1666,1/4/2024,CL-3167,Logistics,Digital Marketing,Usa,Referral,Chika,22710,13626,9084,2024,January,1,Q1
1667,6/10/2024,,,Digital Marketing,South Africa,Linkedin,Tosin,11053,6631.8,4421.2,2024,June,6,Q2
1668,7/7/2024,,Retail,Front-End Development,,Instagram,,29269,9449,19820,2024,July,7,Q3
1669,11/13/2024,CL-4572,Healthtech,Website Optimization,Uk,Google Ads,Femi,3089,7524,-4435,2024,November,11,Q4
1670,10/7/2024,CL-3965,Fintech,Front-End Development,Nigeria,Linkedin,Zainab,22301,2328,19973,2024,October,10,Q4
1671,3/6/2025,CL-4073,E-Commerce,Graphic Design,Nigeria,Cold Email,Femi,16455,13418,3037,2025,March,3,Q1
1672,12/3/2025,CL-1578,,Digital Marketing,Nigeria,Linkedin,Chika,22258,1065,21193,2025,December,12,Q4
1674,9/8/2024,CL-2874,Edtech,Graphic Design,Kenya,Google Ads,Femi,24698,937,23761,2024,September,9,Q3
1676,7/29/2025,CL-4250,E-Commerce,Backend Development,Usa,Referral,Femi,2631,4583,-1952,2025,July,7,Q3
1679,7/10/2024,CL-3476,E-Commerce,Frontend Development,,Linkedin,Amaka,1806,13705,-11899,2024,July,7,Q3
1680,8/26/2025,CL-3018,,Graphic Design,Usa,Cold Email,Chika,20397,12238.2,8158.8,2025,August,8,Q3
1683,3/25/2024,CL-3039,Fintech,Graphic Design,Usa,,Femi,20269,8694,11575,2024,March,3,Q1
1684,11/2/2025,,Fintech,Graphic Design,Ghana,Google Ads,Tosin,27856,5913,21943,2025,November,11,Q4
1685,11/2/2025,CL-2967,,Digital Marketing,,Linkedin,Tosin,19414,13889,5525,2025,November,11,Q4
1686,10/1/2024,CL-1202,,Seo Services,,,Zainab,6706,981,5725,2024,October,10,Q4
1687,4/27/2024,CL-1987,Healthtech,Front-End Development,Kenya,,Femi,13189,7046,6143,2024,April,4,Q2
1688,1/1/2025,CL-3696,E-Commerce,Seo Services,Usa,Website,,7915,4749,3166,2025,January,1,Q1
1689,3/20/2024,CL-2968,,,Usa,Instagram,Tosin,12437,9744,2693,2024,March,3,Q1
1690,6/11/2024,CL-3396,,Backend Development,Uk,Google Ads,,15614,3525,12089,2024,June,6,Q2
1691,9/29/2024,CL-2823,Fintech,Front-End Development,Kenya,Cold Email,Amaka,19204,6698,12506,2024,September,9,Q3
1692,8/18/2024,CL-4843,Fintech,Backend Development,Usa,Referral,Femi,18975,13672,5303,2024,August,8,Q3
1693,10/6/2024,,Fintech,Digital Marketing,Ghana,Google Ads,,11708,7901,3807,2024,October,10,Q4
1696,7/7/2025,CL-1752,,Seo Services,Usa,Linkedin,,17646,10587.6,7058.4,2025,July,7,Q3
1697,10/17/2025,CL-4943,,Digital Marketing,Usa,Referral,Femi,15341,12625,2716,2025,October,10,Q4
1698,7/29/2025,CL-4279,Healthtech,Website Optimization,Ghana,Linkedin,Chika,7315,4567,2748,2025,July,7,Q3
1699,8/16/2024,CL-1938,Real Estate,Seo Services,Uk,Instagram,Femi,8637,14429,-5792,2024,August,8,Q3
1700,10/10/2024,CL-4428,,Website Optimization,Uk,Referral,Amaka,28692,11640,17052,2024,October,10,Q4
1701,9/22/2025,CL-3615,Retail,Frontend Development,Nigeria,Website,Chika,19878,4247,15631,2025,September,9,Q3
1702,1/11/2024,CL-1379,Real Estate,Digital Marketing,Nigeria,Linkedin,Tosin,19399,11639.4,7759.6,2024,January,1,Q1
1703,11/4/2024,CL-1708,E-Commerce,Frontend Development,Nigeria,Linkedin,,11894,5258,6636,2024,November,11,Q4
1704,11/2/2024,CL-2028,Healthtech,Website Optimization,Nigeria,Referral,,6381,3828.6,2552.4,2024,November,11,Q4
1705,1/26/2024,CL-4219,Edtech,Seo Services,Ghana,Google Ads,Chika,22985,7687,15298,2024,January,1,Q1
1706,9/8/2025,CL-2012,Healthtech,Seo Services,Kenya,Website,Chika,11788,13015,-1227,2025,September,9,Q3
1707,6/20/2025,CL-2005,E-Commerce,Frontend Development,Uk,Website,Tosin,8966,12040,-3074,2025,June,6,Q2
1708,12/19/2024,,,Front-End Development,South Africa,Website,Tosin,4450,9585,-5135,2024,December,12,Q4
1709,8/1/2025,CL-3181,Logistics,Website Optimization,Nigeria,Linkedin,Chika,21011,9556,11455,2025,August,8,Q3
1710,3/11/2024,CL-1598,Real Estate,,,Linkedin,Zainab,16474,14481,1993,2024,March,3,Q1
1711,4/12/2024,,Edtech,Digital Marketing,Nigeria,Referral,Amaka,17985,7778,10207,2024,April,4,Q2
1713,8/27/2025,CL-1300,Edtech,Frontend Development,South Africa,Website,Ridwan,9750,5850,3900,2025,August,8,Q3
1714,10/20/2025,CL-3814,Fintech,,Nigeria,Instagram,Ridwan,1972,1481,491,2025,October,10,Q4
1716,9/4/2025,CL-4677,Healthtech,,,Website,Ridwan,20907,10176,10731,2025,September,9,Q3
1717,9/4/2024,CL-2256,Healthtech,Digital Marketing,Usa,,,19808,13768,6040,2024,September,9,Q3
1718,4/23/2025,CL-1315,Healthtech,Seo Services,South Africa,Cold Email,Amaka,15970,10633,5337,2025,April,4,Q2
1719,4/9/2025,CL-3060,Healthtech,Digital Marketing,Usa,Referral,Ridwan,14264,4415,9849,2025,April,4,Q2
1722,1/8/2024,CL-4287,E-Commerce,Digital Marketing,Uk,Instagram,Femi,21417,12850.2,8566.8,2024,January,1,Q1
1723,5/26/2024,CL-1981,Edtech,Digital Marketing,Kenya,Linkedin,Femi,5775,3465,2310,2024,May,5,Q2
1724,12/10/2024,CL-4824,Real Estate,,Uk,Referral,Chika,2433,1459.8,973.2,2024,December,12,Q4
1725,10/6/2025,CL-1047,,Backend Development,Uk,Google Ads,Tosin,14986,6171,8815,2025,October,10,Q4
1726,6/5/2025,CL-3659,Healthtech,Seo Services,Nigeria,Cold Email,,15988,12503,3485,2025,June,6,Q2
1727,3/25/2025,CL-3053,Logistics,Front-End Development,Uk,Referral,Chika,18559,5989,12570,2025,March,3,Q1
1728,7/5/2024,CL-2927,Logistics,Front-End Development,Usa,Instagram,Femi,23328,3419,19909,2024,July,7,Q3
1730,2/12/2024,CL-2700,,Digital Marketing,Nigeria,Website,Amaka,2909,7872,-4963,2024,February,2,Q1
1731,7/27/2024,CL-4654,Fintech,Seo Services,Usa,Linkedin,Femi,24168,6253,17915,2024,July,7,Q3
1732,7/20/2025,CL-4526,Edtech,Graphic Design,Nigeria,,Zainab,23236,13941.6,9294.4,2025,July,7,Q3
1734,12/27/2024,CL-4779,Logistics,Website Optimization,,Linkedin,,2237,7627,-5390,2024,December,12,Q4
1737,5/18/2025,CL-2056,E-Commerce,Graphic Design,Ghana,Linkedin,Ridwan,25039,15023.4,10015.6,2025,May,5,Q2
1738,1/28/2024,CL-1703,Edtech,Website Optimization,Nigeria,Linkedin,Ridwan,18464,11078.4,7385.6,2024,January,1,Q1
1739,3/3/2025,CL-1188,,Graphic Design,Uk,Cold Email,Zainab,8606,7035,1571,2025,March,3,Q1
1741,10/23/2024,CL-1029,Edtech,,Nigeria,Cold Email,Ridwan,13644,8186.4,5457.6,2024,October,10,Q4
1742,9/19/2024,CL-1280,Fintech,Front-End Development,Usa,Cold Email,Amaka,8054,11017,-2963,2024,September,9,Q3
1743,7/24/2024,CL-4870,Fintech,Frontend Development,Usa,Cold Email,Tosin,28163,11454,16709,2024,July,7,Q3
1745,12/20/2024,CL-2806,,Digital Marketing,Usa,Cold Email,Chika,21188,11693,9495,2024,December,12,Q4
1746,10/17/2025,CL-3051,Logistics,Frontend Development,Nigeria,Linkedin,Ridwan,10601,6360.6,4240.4,2025,October,10,Q4
1747,2/25/2025,CL-2506,E-Commerce,Digital Marketing,Ghana,Website,Femi,29716,1284,28432,2025,February,2,Q1
1748,7/10/2024,CL-3769,Logistics,Frontend Development,Usa,Website,Ridwan,1997,14439,-12442,2024,July,7,Q3
1750,2/17/2024,,Real Estate,Website Optimization,,Referral,Ridwan,10570,6342,4228,2024,February,2,Q1
1751,1/25/2025,CL-4277,Fintech,Website Optimization,Ghana,Referral,Chika,10177,11082,-905,2025,January,1,Q1
1753,11/4/2025,CL-3093,Retail,Seo Services,,Linkedin,Tosin,9389,5633.4,3755.6,2025,November,11,Q4
1756,9/26/2024,CL-1669,,,Usa,Google Ads,Tosin,21216,12729.6,8486.4,2024,September,9,Q3
1757,8/16/2025,CL-4130,Retail,Digital Marketing,Usa,,Zainab,24201,10170,14031,2025,August,8,Q3
1758,1/1/2025,CL-4643,Fintech,Backend Development,Nigeria,Instagram,Amaka,11953,10940,1013,2025,January,1,Q1
1760,8/26/2024,CL-1468,E-Commerce,Graphic Design,South Africa,Cold Email,Tosin,2283,11217,-8934,2024,August,8,Q3
1761,10/21/2024,CL-3863,Edtech,Seo Services,,Linkedin,Tosin,16755,5065,11690,2024,October,10,Q4
1763,5/10/2024,CL-3504,,Digital Marketing,Ghana,,Tosin,22163,13297.8,8865.2,2024,May,5,Q2
1764,6/22/2024,CL-3064,Real Estate,Digital Marketing,Ghana,,Amaka,4608,13241,-8633,2024,June,6,Q2
1765,3/11/2024,CL-3809,Fintech,Backend Development,Kenya,Website,Ridwan,10623,6373.8,4249.2,2024,March,3,Q1
1766,6/5/2024,CL-4995,Logistics,Digital Marketing,Uk,Website,Ridwan,3577,6337,-2760,2024,June,6,Q2
1767,12/13/2024,CL-2915,,Graphic Design,Nigeria,Linkedin,Zainab,15611,9366.6,6244.4,2024,December,12,Q4
1769,9/19/2025,CL-3460,Edtech,Seo Services,Uk,,Ridwan,1636,2367,-731,2025,September,9,Q3
1770,7/6/2025,CL-4601,Fintech,Digital Marketing,South Africa,Website,Chika,6510,14827,-8317,2025,July,7,Q3
1771,12/6/2024,CL-3864,Healthtech,Digital Marketing,South Africa,Instagram,Femi,6882,4129.2,2752.8,2024,December,12,Q4
1772,7/26/2025,CL-1438,Edtech,Digital Marketing,Kenya,Instagram,Zainab,23221,13932.6,9288.4,2025,July,7,Q3
1773,11/16/2024,CL-2175,Retail,Front-End Development,South Africa,Linkedin,,3559,7246,-3687,2024,November,11,Q4
1774,1/13/2025,CL-1868,Retail,Website Optimization,Nigeria,Website,,9925,5955,3970,2025,January,1,Q1
1777,4/18/2025,CL-3945,Logistics,Digital Marketing,Uk,Linkedin,Zainab,13825,14151,-326,2025,April,4,Q2
1778,2/14/2024,CL-1373,Logistics,Seo Services,Nigeria,Instagram,Amaka,23744,2901,20843,2024,February,2,Q1
1780,2/27/2024,CL-2706,E-Commerce,Backend Development,Ghana,Google Ads,Femi,2854,1712.4,1141.6,2024,February,2,Q1
1781,4/17/2025,CL-1428,E-Commerce,Digital Marketing,Usa,Linkedin,Amaka,16339,6188,10151,2025,April,4,Q2
1782,9/12/2025,CL-4826,Logistics,Front-End Development,Usa,Linkedin,Tosin,17492,2258,15234,2025,September,9,Q3
1783,9/27/2025,CL-2452,Real Estate,Graphic Design,Kenya,Linkedin,Amaka,12314,8063,4251,2025,September,9,Q3
1784,1/12/2024,CL-3094,Retail,Digital Marketing,Uk,Website,Femi,22033,13219.8,8813.2,2024,January,1,Q1
1785,1/1/2024,CL-4010,Fintech,Digital Marketing,Kenya,Website,Chika,1804,12154,-10350,2024,January,1,Q1
1786,11/13/2024,CL-3146,Fintech,Frontend Development,Nigeria,Referral,,2748,14705,-11957,2024,November,11,Q4
1787,7/9/2025,CL-1384,,,Ghana,Referral,Amaka,10529,6317.4,4211.6,2025,July,7,Q3
1788,10/29/2025,CL-2663,,Digital Marketing,,Cold Email,Zainab,20113,12067.8,8045.2,2025,October,10,Q4
